amount,is_mal_ip,is_mal_device,odd_time,txn_count_24h,label
7601.984482735868,1,1,0,5,1
1896.2326500321644,0,0,0,0,0
1504.5677595267568,0,0,0,1,0
4923.14174653021,1,0,0,8,1
761.2579889221842,0,0,0,0,0
911.5540652384257,0,0,0,5,0
5693.751196149734,0,1,1,6,1
769.3578993358682,0,0,0,2,0
7778.26158168162,1,1,1,9,1
1339.497081111901,0,0,0,1,0
993.1972332891779,0,0,0,4,0
1219.7235241203698,0,0,0,1,0
509.47769842311254,0,0,0,3,0
1271.7132834287465,0,1,0,1,0
4143.388659211336,1,1,1,5,1
929.4965671085504,0,0,0,1,0
788.9171966552965,0,0,0,2,0
1503.9482548582696,0,0,0,5,0
1018.4416694222167,0,0,0,0,0
1399.6115613026395,0,0,0,1,0
6260.092549630716,0,1,1,3,1
1288.410436069699,0,0,0,3,0
581.2866808887137,1,0,0,1,0
1018.434176591461,0,0,0,1,0
5352.7148800868845,0,1,1,7,1
7504.768365252581,1,1,1,6,1
564.225739553858,0,0,0,1,0
2144.639397751998,0,0,0,3,0
956.1473135256277,0,1,1,2,0
1440.4540463744477,0,0,0,2,0
90.11102627407467,0,0,0,3,0
1237.0473902098877,0,0,0,6,0
303.03944340401847,0,0,0,4,0
1034.3458084083386,0,0,0,1,0
6275.157272899582,1,1,1,11,1
1188.8498581409735,0,0,0,2,0
1093.2033788974788,0,0,0,1,0
4350.321485426981,1,0,1,7,1
2201.2137338223984,0,0,0,0,0
1780.4133936892597,0,1,0,3,0
679.903140092051,0,0,0,3,0
5339.044243646394,1,1,1,8,1
1194.4539980256989,0,0,0,2,0
1717.6246673618762,0,0,0,3,0
1350.553669595871,0,0,0,2,0
1134.5370974369368,0,0,0,4,0
1124.1427832113854,0,0,0,2,0
1969.5986000874536,0,0,0,4,0
2622.3210796230856,1,0,0,6,1
926.2962386165635,0,0,0,1,0
4629.908135637275,0,1,0,5,1
1326.8698307472866,0,0,0,1,0
8019.156501303418,0,1,1,13,1
1355.826428002389,0,0,0,3,0
4423.841122403792,1,1,1,6,1
10356.505373582851,1,0,1,13,1
7518.460465142114,1,0,0,4,1
920.4180824703958,0,0,0,1,0
4612.467435599672,1,0,0,10,1
1300.5495233574838,0,0,0,2,0
1604.6323491209928,0,0,0,4,0
4095.949668309743,1,1,1,12,1
1494.1586032422883,0,0,1,1,0
1081.7755816320703,0,1,0,3,0
797.0041344702922,0,0,0,0,0
897.4218821970013,0,0,1,0,0
417.5986143189724,1,0,0,0,0
553.3635210644181,0,0,1,1,0
7312.632768299181,0,1,1,4,1
967.0972154409186,0,0,0,2,0
987.5843262371808,0,0,0,1,0
1273.3965059927746,0,0,0,3,0
8621.672117136437,1,1,1,13,1
7756.288440764511,1,1,1,8,1
1414.093123905288,0,0,0,0,0
1188.8605104081435,0,0,1,1,0
1424.7369564161534,0,0,0,1,0
4568.904627040267,1,0,0,7,1
3158.135974694249,1,1,0,10,1
1912.3138660386217,0,0,0,2,0
1613.557714282884,0,0,1,1,0
1516.2038695277604,0,1,0,1,0
1234.668580857674,0,0,0,2,0
808.3733538318814,0,0,0,2,0
7219.259230866786,1,1,1,11,1
1303.801675700313,0,0,0,3,0
1620.3672410647746,0,0,0,3,0
1684.3849478406767,0,1,0,4,0
1158.9244108037155,0,0,0,2,0
760.7630993289699,0,0,0,1,0
650.541872635903,0,0,0,3,0
775.0778152676041,0,0,0,1,0
1257.1138243310197,0,0,0,1,0
1399.8439758763209,0,0,0,2,0
685.1518801834698,0,1,0,2,0
839.8939894966051,0,0,0,0,0
6511.140387708054,1,1,1,9,1
1386.674279855699,1,0,0,2,0
780.3912383886807,0,0,0,3,0
1071.91012375231,0,0,0,1,0
1641.1432462996079,0,0,0,0,0
1488.6817625533308,0,0,1,0,0
1013.3157874984578,0,0,0,0,0
1292.587768414957,0,0,0,2,0
1441.93832559402,0,0,0,2,0
372.55628188585194,0,0,0,0,0
862.4108625128092,0,0,0,3,0
4917.098698691864,1,1,0,10,1
647.1476657570321,1,0,0,0,0
927.4563850022048,0,0,0,4,0
2033.628420874767,0,0,0,1,0
1748.6500937718542,0,0,0,3,0
923.4550915429338,0,0,0,2,0
1324.7740947990385,0,0,0,2,0
9733.569936641521,1,0,0,6,1
1367.0882086224487,0,0,0,3,0
1571.3412091798612,0,0,0,2,0
1126.3973606572013,0,0,0,1,0
1149.006672703161,0,0,0,4,0
2047.5255202153767,0,0,0,5,0
8043.654432797393,1,0,0,10,1
5629.968351860284,1,1,1,7,1
1024.2432579793456,0,0,0,1,0
1092.1661812261839,0,0,0,1,0
1478.8455303625624,0,0,0,1,0
1756.3441874949626,0,0,1,2,0
1459.109475222706,0,0,0,1,0
1118.9380122600708,0,0,0,3,0
8634.887169423531,1,0,1,9,1
1569.8265758623356,1,0,0,0,0
581.9321019847688,0,0,0,1,0
707.1369768322281,0,0,0,3,0
8028.067144143959,1,1,1,3,1
6272.704501363893,0,1,1,7,1
1108.401690639806,1,0,1,2,0
7982.219751812741,1,0,0,6,1
6241.411978927988,1,1,1,5,1
1435.022093684101,1,0,0,1,0
7031.505934628384,0,0,1,8,1
3163.118853218163,0,0,0,2,0
6670.6177292838765,1,1,0,5,1
5411.450458118599,1,1,1,6,1
651.3158405144667,0,0,1,0,0
1299.1967585887433,0,0,0,0,0
716.9216383147915,0,0,0,4,0
2035.6737877187381,0,0,0,1,0
751.8336707039691,0,0,0,3,0
1035.2761068264542,0,0,0,2,0
795.309589458623,0,0,0,0,0
9023.073968434417,1,1,1,13,1
695.1346476450312,0,0,0,1,0
1248.497982496359,0,0,0,5,0
1584.4198379844483,0,0,0,2,0
2533.4526111600044,0,0,0,1,0
7043.298473450581,1,0,0,10,1
11242.616088029168,1,1,1,7,1
4695.978478956341,1,1,1,7,1
1527.487792110845,0,0,1,1,0
6263.920253944803,1,1,1,7,1
478.03722646312156,0,0,0,3,0
5166.398637235696,1,1,1,5,1
2183.458481254127,0,0,1,3,0
4883.077825866677,1,1,0,10,1
914.8243167931597,0,0,0,0,0
6296.02834919799,1,1,1,6,1
3919.399646439481,1,1,0,5,1
414.4238244410584,0,0,0,4,0
1678.6524112967656,0,0,0,1,0
1261.0049073226808,0,0,0,1,0
1216.1981068417895,0,0,0,0,0
10199.03115208424,1,1,1,4,1
1109.3879133909486,0,1,0,2,0
1986.8671082775531,0,0,0,1,0
1390.712808767171,0,0,0,2,0
1697.1494133438116,0,0,0,5,0
1715.9222697343175,0,0,0,2,0
8915.637503768476,0,1,0,8,1
1997.088978102006,0,0,0,3,0
1032.7493820795257,0,0,0,2,0
1895.1037745086567,0,0,0,2,0
743.5945403517435,0,0,0,3,0
2357.329283336754,0,0,0,3,0
7892.275356821618,1,1,0,7,1
1124.839769864064,0,0,0,2,0
6502.474035204054,1,1,0,10,1
1996.334999141442,0,0,0,2,0
506.0657247720991,0,0,0,2,0
3102.887862819302,1,1,1,11,1
1246.027568655996,0,0,0,1,0
1486.0287208570721,0,0,0,0,0
437.21414596945806,0,1,0,1,0
525.9072889471435,0,0,0,1,0
529.4676433492157,0,0,1,2,0
1425.6130080680493,1,0,1,2,0
1894.332260051241,0,0,0,2,0
746.218168979201,0,0,0,3,0
1481.95456002618,0,0,1,1,0
5135.948637260347,0,1,0,9,1
928.1965519534738,0,0,0,3,0
1204.394221316036,0,0,0,3,0
1897.7170410995927,0,0,0,4,0
1852.7394035771645,0,0,0,2,0
1736.2708997863795,0,0,0,2,0
1124.3633581732443,0,0,0,4,0
788.7900338088997,0,0,0,3,0
1619.8319322155944,0,0,1,2,0
1688.2156885990341,0,0,0,1,0
955.8630787742277,0,0,0,1,0
402.6484663666023,0,0,0,2,0
1104.5481041363507,0,0,0,1,0
139.6499236824668,0,0,0,3,0
1813.8344962366461,0,1,0,2,0
1645.9315110803743,0,0,0,0,0
1933.9252224986549,0,0,0,1,0
5828.226098211338,1,1,1,13,1
5436.92789025111,0,1,1,13,1
800.0,0,1,0,10,1
1782.9582601276115,0,0,0,3,0
3931.3792978035544,1,1,1,4,1
1839.2875839696871,0,0,0,3,0
4920.223654048989,1,0,0,4,1
387.2538649000836,0,0,0,2,0
6075.932131352889,1,0,1,6,1
6815.277106850995,1,1,1,9,1
941.1943504819143,0,0,0,2,0
6182.6959952637735,1,1,1,9,1
1608.653101869163,0,0,0,3,0
2151.2791026147797,1,0,0,1,0
114.21429761977629,0,0,0,0,0
467.51262694755553,1,0,0,2,0
515.8424805835948,0,0,0,4,0
1321.8286118513572,0,0,0,0,0
8511.962954546341,1,1,1,10,1
1603.5612983186552,0,1,0,5,0
7727.560536861298,1,1,0,6,1
921.6106135783168,0,0,0,3,0
6212.83488933938,0,1,0,7,1
1808.5792604127482,0,0,0,2,0
803.7396307836497,0,0,0,4,0
1206.521687188476,0,0,1,4,0
808.7043187259334,0,0,0,3,0
1019.5169170904601,0,0,0,3,0
3709.3990618241746,1,1,1,10,1
1745.4902125929834,0,0,0,1,0
1188.223924562881,0,0,0,0,0
7571.463218653528,1,0,0,5,1
452.62192677517794,0,0,0,3,0
856.8604321224577,0,0,0,3,0
970.4548448905041,0,0,0,2,0
5512.20707651018,1,1,0,3,1
675.1722505450294,0,0,0,1,0
1050.0809018625598,0,0,0,3,0
216.33746788700273,0,0,0,2,0
827.4161148413248,0,0,0,1,0
1735.0751191582137,0,0,0,4,0
7803.486098350678,1,1,1,4,1
737.8213331848123,0,0,0,1,0
1883.1947059272193,0,0,0,2,0
1426.3781760383472,0,0,0,5,0
1591.6793552620156,0,0,0,4,0
1182.6575563066094,0,0,0,1,0
659.9986958089339,0,0,0,2,0
442.76484540961656,0,0,0,2,0
2051.107472317619,0,0,0,2,0
707.732974759016,0,0,0,1,0
7950.6740289541995,1,1,1,8,1
993.889627487765,0,0,0,0,0
396.8716057990209,0,0,0,4,0
1334.647376290367,0,0,0,5,0
1167.6556974837408,0,0,0,1,0
578.0683823043574,0,0,0,2,0
6219.091841621599,1,0,0,5,1
527.3951645956987,1,0,0,3,0
2032.7372222312883,0,0,0,1,0
1698.8160384601222,0,0,1,1,0
557.0001467417532,0,0,0,2,0
1468.7060014101903,0,0,1,1,0
1795.8537485535326,0,1,0,2,0
2127.7516573971316,0,0,0,2,0
2898.917889064387,1,1,1,4,1
210.35009481210614,1,0,0,1,0
1000.0608806658142,0,0,0,2,0
4667.730832216844,1,0,1,13,1
976.3390521706244,0,0,0,1,0
2249.7037602512546,0,0,0,2,0
5540.916519698829,1,1,1,10,1
935.1198981164806,0,0,0,1,0
1543.5328979294582,0,0,0,1,0
708.837863861612,0,0,0,1,0
1011.1175562387614,0,0,0,1,0
5821.912671839543,1,0,0,8,1
782.9075756336881,0,0,0,2,0
1321.669724661346,0,0,1,1,0
1551.2666569669277,1,0,0,4,0
1854.722050701324,0,0,1,0,0
1060.1199157520828,0,0,0,1,0
6589.916392960294,1,1,1,4,1
927.5404565955251,0,0,0,1,0
1529.2721363364153,0,0,1,4,0
8547.762269954326,1,1,1,14,1
7532.845608433257,1,0,0,2,1
884.2987222167209,0,0,0,0,0
50.0,0,0,0,4,0
7419.625382333584,1,1,1,9,1
1449.9320618701856,0,0,0,3,0
1351.9092978024378,0,0,0,2,0
1182.0872106467684,0,0,0,1,0
6582.387908372554,1,1,1,11,1
1481.4404300871774,0,0,0,2,0
1774.8360094393734,0,0,0,2,0
1535.670038225233,0,0,0,3,0
1692.724842807609,0,0,0,1,0
3041.2379878827346,1,0,1,4,1
1548.103182406709,0,0,0,3,0
986.8212018972283,0,0,0,0,0
1402.1473774808487,0,0,0,1,0
1286.670832185204,0,0,0,2,0
1377.80667439283,0,0,1,3,0
1345.6013775690162,0,0,0,3,0
4778.466966010424,1,0,1,10,1
700.9696863427935,0,0,0,2,0
574.2302879047779,0,0,0,0,0
6507.71686006346,1,1,1,7,1
955.5569404781544,0,0,0,2,0
1809.3809258486583,0,1,1,1,0
7186.196874135365,1,1,1,9,1
1115.8704327562293,0,1,0,2,0
511.1653160214545,0,0,0,2,0
650.4776242225637,0,0,0,0,0
1603.5232083033436,0,0,0,2,0
1537.4097460833018,0,0,0,4,0
1432.1256190615018,0,0,0,5,0
911.5481721687984,0,0,0,0,0
918.915986710849,0,0,0,0,0
1200.8095156784705,0,0,0,3,0
1461.0712729669679,0,0,0,3,0
925.4205291181117,1,0,0,4,0
724.5233084527642,0,0,0,2,0
1941.8719551018535,0,0,0,3,0
1493.3469007376375,0,0,0,1,0
641.7377800256704,0,0,0,4,0
965.3267667866444,0,0,0,1,0
2493.954486765342,0,0,0,1,0
1486.0031391502364,0,0,0,0,0
888.1155196520974,0,0,0,0,0
759.6229551986349,0,0,0,1,0
1251.3227642698323,0,0,0,1,0
1390.6764172901424,0,0,0,3,0
1003.0066593784397,0,1,0,5,0
1293.3045615781791,0,0,0,1,0
1113.5991313017678,0,0,0,1,0
1242.0471941250983,0,0,0,1,0
881.095653570032,0,0,0,1,0
411.50175890450146,0,0,0,3,0
12029.806286308929,1,1,0,11,1
1827.1691803786698,0,0,1,2,0
5076.381435880005,0,0,1,13,1
949.9010914520021,0,0,0,2,0
736.2233345941361,0,0,0,1,0
883.559862557604,0,0,0,4,0
706.0633295496255,0,0,0,2,0
1112.5201216522958,0,0,1,1,0
832.5945512329046,0,0,0,1,0
5235.25551206788,1,1,1,7,1
1068.346096561042,0,0,0,5,0
408.20580510621005,0,0,0,1,0
1573.3056823010786,0,0,0,3,0
8572.711761480437,1,0,1,10,1
1781.1297987528335,0,0,0,3,0
1223.2182740780745,0,0,0,1,0
2110.271953970908,0,0,0,1,0
840.9676081908678,0,0,0,4,0
5866.055784494155,1,1,1,7,1
1346.7789660833146,0,0,0,4,0
1503.00497567282,0,0,0,2,0
417.87919414447435,0,0,1,2,0
7382.526433386576,0,0,1,9,1
1037.1944739257483,0,0,0,1,0
1623.2407644978102,1,0,1,10,1
1189.316352825782,0,0,0,4,0
1595.831346981468,0,0,1,3,0
1780.9391513040953,0,0,0,1,0
749.6896326760657,0,0,0,0,0
1579.750018758061,0,0,0,5,0
964.8983306073443,0,0,0,1,0
1081.5906966299956,0,0,0,1,0
1212.2159200890171,0,0,0,2,0
7579.148908898341,1,1,0,8,1
1044.866621703272,0,0,0,1,0
491.8864721036772,0,0,1,1,0
2018.36998091532,0,0,0,0,0
1740.3903627773109,0,0,0,1,0
2285.471358748907,0,0,0,1,0
1654.0113312680955,0,0,1,5,0
1198.6069446665495,0,0,0,1,0
1040.473032166691,0,0,1,1,0
7477.040339950734,0,1,1,15,1
1294.7908082993717,0,0,0,2,0
828.8068147846327,0,0,0,4,0
10909.997688243506,1,1,0,12,1
1023.157120216497,0,0,1,1,0
8640.630853973136,1,0,1,4,1
891.9282709755282,0,0,0,2,0
187.09606344431154,0,0,0,0,0
657.1261446092253,0,0,0,3,0
8070.178201506519,1,1,1,8,1
1130.2768621595003,0,0,0,4,0
1398.1834782336755,0,0,0,3,0
1063.1353739166198,0,0,0,2,0
5158.181583357986,1,1,1,9,1
1877.8189294024755,0,1,0,3,0
1685.0875412839296,0,0,0,2,0
909.1595430256782,0,0,0,3,0
6582.150361790834,1,1,1,10,1
865.9284758361166,0,0,0,2,0
1161.2782696370032,0,0,0,2,0
1416.1314753170777,0,0,0,1,0
2172.5975371384666,0,0,0,3,0
884.8753524977819,0,0,0,3,0
1576.6708105522662,0,1,0,4,0
7823.738037805182,1,0,0,6,1
768.253197517533,0,0,0,2,0
1383.8246464957108,0,0,0,2,0
1328.8762700713753,0,1,0,1,0
1026.6142116166438,0,0,1,1,0
7647.675882714124,0,1,1,6,1
1882.1631220854333,0,1,0,1,0
9428.925024475528,1,1,1,6,1
1714.5778186628218,0,0,0,0,0
864.9423997728836,0,0,0,1,0
690.1523401455717,0,0,0,2,0
692.0605865050109,0,0,0,5,0
1248.9066465466537,0,0,0,1,0
2171.7644405610986,0,0,0,1,0
265.12915015228975,0,0,0,4,0
8668.921673603152,1,1,0,13,1
1320.9010357778743,0,0,0,3,0
2381.9362473096803,0,0,0,2,0
5509.555512580326,0,1,0,9,1
1345.4736821697427,0,0,0,2,0
1246.6861871383255,0,0,0,2,0
499.0744686038596,0,0,0,1,0
453.2451108734283,0,0,1,2,0
1851.2951983931157,0,0,1,3,0
1549.732123447851,0,0,0,1,0
2017.8989030679074,0,0,0,3,0
6178.130941342491,1,1,1,5,1
1048.9097065086894,0,0,0,2,0
1423.6969685344877,0,0,1,3,0
709.3370317412675,0,0,0,0,0
5215.363580260582,1,0,1,12,1
874.0557087343095,0,0,0,4,0
877.4401226974378,0,0,0,1,0
337.1144375937133,0,0,0,3,0
975.7285817360694,0,0,0,1,0
974.8990541670782,0,0,0,4,0
1819.7920032207808,0,0,0,4,0
915.0835358806206,1,1,0,2,0
936.9825786662097,0,0,0,0,0
1836.1767500533838,0,0,0,4,0
7129.694383503663,1,1,1,10,1
1256.7280200282762,0,0,0,0,0
1925.463774139606,0,0,0,3,0
1457.2194170293744,0,0,0,3,0
311.15951881489934,1,0,0,1,0
10069.937111115012,1,1,1,11,1
4940.6098574394,1,1,0,9,1
1438.3255204002787,0,0,1,4,0
5025.019996771674,0,1,1,11,1
1328.6865532086747,0,0,0,0,0
1059.4372575559569,0,0,1,2,0
1441.3439436046065,0,0,0,0,0
525.9764440299165,1,0,0,3,0
816.9773987998001,0,0,0,2,0
1728.561113109458,0,0,0,3,0
8174.248662432072,1,1,1,11,1
8762.474440010019,1,1,0,9,1
1574.9501197118552,0,0,1,0,0
1060.2462683517333,0,0,0,2,0
1327.3655686901047,0,0,0,1,0
993.7930908917598,0,0,1,5,0
510.19091760553476,0,0,0,1,0
841.0405546261991,0,0,0,1,0
818.3704217287416,0,0,0,1,0
1747.0957592354744,0,0,0,3,0
1194.7674354736353,0,0,0,1,0
5634.374928011129,1,1,0,8,1
946.495670364972,0,0,0,1,0
782.8643284660172,0,0,1,0,0
1107.5489317785054,0,0,0,3,0
1499.0495775237332,0,0,0,2,0
816.6717061083261,0,0,0,2,0
1336.5053587471928,1,0,0,4,0
525.0371810693636,0,0,0,2,0
402.78617060281647,0,0,0,2,0
731.0372117318007,0,0,0,0,0
810.8476372988437,0,0,0,4,0
2659.086777530046,0,0,0,0,0
866.3333093917598,1,0,0,1,0
903.8220221739732,0,0,0,3,0
50.0,0,0,0,4,0
685.0940757290775,0,0,0,0,0
1640.5733604066845,0,0,0,1,0
1749.4916787209822,0,0,0,1,0
714.9378698101782,0,0,0,4,0
5131.974018877734,1,1,0,4,1
1113.9793203672637,0,0,0,1,0
7917.320134550799,0,1,0,4,1
402.62202091833376,0,0,0,4,0
1763.3525684137917,0,0,1,5,0
1154.0776178325225,0,0,0,2,0
442.5763876570677,0,0,0,1,0
1732.5859828571934,0,0,0,4,0
1564.4705972852253,0,0,0,3,0
8959.988695326883,1,1,1,11,1
1544.8539026225972,0,0,0,1,0
598.3995723054278,0,0,0,1,0
12411.066201752863,0,0,1,6,1
1192.2641796366302,0,0,0,3,0
1127.5607190260566,0,0,0,2,0
686.0381174946306,0,0,0,2,0
1453.120494652963,0,0,0,2,0
737.4576897606823,0,0,1,0,0
486.58671160932886,1,0,0,1,0
624.0012262104285,0,0,0,0,0
872.6151121880254,0,0,0,1,0
1521.150617505588,0,0,0,5,0
2039.337336686283,0,0,0,1,0
1947.5151548679187,0,0,0,0,0
940.8648908631762,0,0,0,1,0
403.5031332341654,0,0,0,1,0
1131.275742686154,0,0,0,1,0
599.8517964721119,0,0,0,4,0
6504.162549811701,1,1,1,6,1
10251.716714547529,0,1,1,9,1
7640.727487939888,1,1,0,9,1
985.34888774137,0,0,0,2,0
1952.531019304165,0,0,0,5,0
7508.2285380295925,1,1,1,13,1
535.9069755507848,0,0,0,4,0
1064.1724448369735,0,0,0,4,0
7840.73321606573,1,1,1,10,1
1886.1356583039956,1,0,0,0,0
651.348736183578,0,0,0,1,0
2231.262459621573,0,0,0,5,0
1367.9840867202884,0,0,0,1,0
693.6777792784553,0,0,0,1,0
1578.9609249618097,0,0,0,0,0
1522.7420905705376,0,0,0,2,0
6968.014132836661,1,1,0,13,1
1019.1380819533067,0,0,0,2,0
1132.9098946615377,0,0,0,1,0
5533.922264477051,1,0,0,4,1
4387.68306427642,1,0,1,7,1
4009.0800312983547,1,1,0,12,1
1224.2608139724134,1,0,0,3,0
893.781312679781,0,0,0,3,0
737.2876869702063,0,0,0,1,0
1954.5655067022753,0,0,0,3,0
1180.7457652496464,0,1,0,1,0
2031.8664160717367,0,0,0,5,0
919.6195465100699,0,0,0,2,0
880.7070874274849,0,0,0,1,0
1117.459717498477,0,0,1,2,0
6147.147372904023,1,1,1,8,1
1241.141994637712,0,0,0,2,0
907.1036382756549,0,0,0,3,0
605.2940535663361,0,0,1,2,0
416.0702873172721,0,0,0,1,0
1089.1092981419322,0,0,1,1,0
1753.5403346434864,0,0,0,1,0
1168.2377126923225,0,0,0,0,0
2431.621056242643,0,0,0,0,0
1012.2962767580191,0,1,0,1,0
1239.0037092394286,0,0,0,1,0
1107.1705116680914,0,0,0,1,0
7957.362917494549,1,1,1,7,1
4164.794408595153,1,1,1,9,1
2195.6852092084523,0,0,0,3,0
3590.134070081851,0,1,0,12,1
1886.4242373382651,0,0,0,2,0
903.8795775935928,0,0,0,3,0
975.8876918499253,0,0,0,2,0
1643.4436950486502,0,0,0,0,0
451.37117741067766,0,0,0,2,0
1124.6929926850335,0,0,0,0,0
7151.453029195615,1,1,0,3,1
1126.329886689247,0,0,0,1,0
1241.9133139646806,0,0,1,1,0
5180.110419698037,1,0,1,6,1
1493.695849903006,0,0,0,1,0
7758.516278592671,1,0,1,9,1
2116.842539095179,1,1,1,10,1
1457.441798038186,0,0,0,3,0
637.6789540810654,0,0,0,4,0
924.8474230772899,0,0,0,1,0
530.2553167356706,0,0,0,3,0
1546.608800829352,0,0,0,5,0
1088.3988726825974,0,0,0,2,0
1269.8258371079482,0,0,0,1,0
6030.453267110285,1,1,1,7,1
1809.2401074358431,0,0,0,1,0
6716.024119902363,1,1,0,7,1
1172.7187376795237,1,1,0,10,1
973.9548335834598,0,0,0,1,0
813.7156256218797,0,0,0,0,0
1974.9672025087698,0,0,0,4,0
1543.4289555061282,0,0,1,0,0
1236.5984955008473,0,0,0,1,0
1741.3455269435367,0,1,0,3,0
5822.334272057512,1,1,0,7,1
1066.1794545506032,0,0,0,3,0
1412.744966620115,1,0,0,1,0
2227.096920628035,0,0,0,0,0
6302.588970371305,1,1,1,6,1
961.7242883903793,0,0,0,1,0
3302.5589257388374,1,0,1,10,1
771.6139530866036,0,0,0,4,0
1137.412785808418,0,0,0,4,0
901.5032057895338,0,0,0,1,0
1190.3698101328027,0,0,0,3,0
686.2982242369945,0,0,1,4,0
5245.057699102486,0,1,1,8,1
2249.110737273373,0,0,0,5,0
6375.184363757958,1,1,1,6,1
1546.4278779089059,0,0,0,4,0
881.2562825874942,0,0,0,5,0
1487.6025080532831,0,0,0,4,0
1999.7354700568949,0,0,0,2,0
1423.8584629051388,0,0,0,2,0
3557.046936109581,1,1,1,10,1
800.8513777307732,0,0,0,5,0
1191.8884412020293,0,0,0,2,0
6339.14684737078,1,0,1,3,1
1994.9194890903418,0,0,0,4,0
5369.689710866457,1,0,0,14,1
996.5128168133144,0,0,0,0,0
1317.012227176574,0,0,0,2,0
1633.5937064138693,0,0,0,2,0
633.084821596823,0,0,0,2,0
210.88737531259483,0,0,0,1,0
1026.4067524438688,1,0,0,2,0
1359.9825955725814,0,0,0,2,0
1245.6573643056747,0,0,0,4,0
932.0992684738511,0,0,0,2,0
1132.9914166635413,0,0,0,0,0
664.0713834799222,0,0,0,0,0
1064.8661978180555,0,0,0,2,0
1997.2211958745984,0,0,0,2,0
810.5814785897826,0,0,0,3,0
259.0754772511805,0,0,0,1,0
1158.6424880517534,0,0,1,0,0
571.0659220455561,0,0,0,4,0
1252.100551975938,0,0,0,3,0
1080.5259765667952,0,0,0,2,0
1005.740773455557,0,0,0,3,0
6835.271411931174,1,1,1,10,1
1180.6285525052285,0,0,0,0,0
1745.7534259612307,0,0,0,1,0
1534.3274023789534,0,0,0,0,0
1242.659071282512,0,0,0,2,0
2927.010073282143,0,0,1,11,1
1130.7438776963877,0,0,0,2,0
1491.7721515059438,0,0,0,4,0
724.4078148060219,0,0,0,5,0
663.3359838885523,0,0,1,2,0
1725.0245207767134,0,0,0,0,0
602.9052994538554,0,0,0,1,0
1282.3804206182583,0,0,0,3,0
1299.0423803839274,0,0,1,0,0
9491.29041015681,1,1,0,7,1
94.43234549605745,0,0,0,1,0
2247.9217509045793,1,0,0,2,0
4897.544501687455,1,0,1,9,1
1849.5749102738337,0,0,0,1,0
1059.1076955697463,0,0,0,2,0
785.9018635173827,0,0,0,1,0
1328.8004286990647,0,0,1,1,0
827.5486775967754,0,0,0,2,0
905.3176215278943,0,0,0,4,0
6218.664243177854,1,1,1,3,1
885.0577238180948,0,0,0,0,0
1429.9860714695583,1,0,0,2,0
7043.414105446149,1,1,1,4,1
1768.690548814457,0,0,0,1,0
